"","BH_ERR1797972","BH_ERR1797973","BH_ERR1797974","Serum_ERR1797969","Serum_ERR1797970","Serum_ERR1797971"
"LPCHMCBP_01608",331.446481312865,313.582581766251,308.692183157966,92.5529746016236,103.72248566756,102.470021343952
"LPCHMCBP_01609",34549.6534078407,34733.5634875674,33868.0837233344,28911.2354411822,31086.122871166,31228.8064006251
"LPCHMCBP_01610",11337.472908864,11981.2042335935,11787.6880453334,9928.62035038917,9315.26704614368,9609.76668916251
"LPCHMCBP_01611",1907.63840206168,2397.50602140019,2399.29020563483,1288.80017132761,1447.17563336166,1418.56935798034
"LPCHMCBP_01612",1792.90692776107,1660.99361753997,1859.07888510839,1509.77039818898,1533.11712148621,1608.56585588892
"LPCHMCBP_01613",2781.78296816154,2871.94652695431,2744.59011564166,2441.08470511782,2310.54184739449,2463.55009647752
"LPCHMCBP_01614",545.429786556061,464.499847342517,494.699011471099,831.819859232092,787.303057876619,859.253824811265
"LPCHMCBP_01615",529.950143198042,600.957973701894,552.084096801747,789.014108478841,725.069566476083,671.39211901402
"LPCHMCBP_01616",3933.65054744939,4082.89943636866,4047.62731185653,1995.67351484751,2006.28922276965,2105.97241782935
"LPCHMCBP_01617",1150.95701203149,1247.10075745656,1350.5283013161,706.8733435199,779.400392301947,734.368486298324
"LPCHMCBP_01618",974.306964298806,896.466631447036,884.521832510325,738.109972447948,818.913720175303,779.199120636303
"LPCHMCBP_01619",1140.03020495524,1165.76809936157,1125.93495010822,1424.15889668248,1357.28281244978,1308.62756424672
"LPCHMCBP_01620",1596.2244003886,1528.15027598482,1489.04402452801,2982.51960653732,2847.92310647213,2717.59035772606
"LPCHMCBP_01621",16.3902106143724,11.7480506137212,8.90458220647978,28.9228045630074,14.8174979525085,19.213129001991
"LPCHMCBP_01622",87.4144566099863,56.9328606664952,64.3108714912429,359.799688763812,361.546950041208,382.127787928488
"LPCHMCBP_01623",357.852931747132,365.093265226414,333.427133731521,794.798669391443,789.278724270286,818.692774695951
"LPCHMCBP_01624",69.2031114829059,60.5476454707171,55.4062892847631,72.8854674987786,74.0874897625425,80.0547041749626
"LPCHMCBP_01625",21.8536141524966,9.94065821161028,17.8091644129596,35.8642776581291,19.756663936678,28.8196935029865
"LPCHMCBP_01626",12.7479415889563,25.3034936295534,17.8091644129596,12.7260340077232,14.8174979525085,19.213129001991
"LPCHMCBP_01627",26.4064504342667,22.592405026387,21.7667565047284,16.1967705552841,14.8174979525085,17.0783368906587
"LPCHMCBP_01628",88.3250238663404,104.828759322436,79.1518418353759,133.044900989834,104.710318864393,99.2678331769536
"LPCHMCBP_01629",88.3250238663404,85.8511391002706,102.897394385989,136.515637537395,114.588650832732,114.21137795628
"LPCHMCBP_01630",152.975299067476,140.976607364655,126.642946936601,204.773456306092,240.043466830638,245.501092803219
"LPCHMCBP_01631",2883.7665008732,3062.62642537702,2792.08122074288,4902.99382952101,4747.52634398373,4749.91244771445
"LPCHMCBP_01632",3159.66837954846,3253.30632379973,3111.65678215321,3814.33946576941,3505.82001556351,3586.45074703832
"LPCHMCBP_01633",69.2031114829059,67.777215079161,91.0246181106822,348.230566938609,412.91427627657,367.184243149162
"LPCHMCBP_01634",80.1299185591541,65.0661264759945,84.0988319500869,69.4147309512177,62.2334914005357,56.5719909503069
"LPCHMCBP_01635",93.7884274044645,127.421164348823,114.770170661295,91.3960624191033,79.026655746712,81.1221002306288
"LPCHMCBP_01636",9.10567256354024,14.4591392168877,22.7561545276706,5.78456091260147,7.9026655746712,6.40437633399701
"LPCHMCBP_01637",169.365509681849,177.124455406874,163.250673785463,149.241671545118,180.773475020604,150.50284384893
"LPCHMCBP_01638",340.552153876405,362.382176623247,365.087870465671,431.52824408007,410.938609882903,361.847262870831
"LPCHMCBP_01639",183.934585783513,193.390987025873,234.487331437301,369.054986223974,403.035944308231,372.521223427493
"LPCHMCBP_01640",513.55993258367,508.780961194235,493.709613448157,807.524703399166,854.475715261324,874.197369590592
"LPCHMCBP_01642",3029.45726188984,3098.77427341924,2986.9926312625,1129.14629013981,1047.10318864393,1033.23938188485
"LPCHMCBP_01643",2392.97074969838,2285.44769246931,2398.30080761189,7396.13958285225,6528.58959787525,6576.22709895926
"LPCHMCBP_01644",4713.09611888843,4055.78855033699,3958.58148979174,12789.6641777619,11878.6941919277,12373.2550772822
"LPCHMCBP_01645",6861.12427662757,6249.9629264997,5889.88643057491,19698.7437317731,18679.9257521291,18950.5495722971
"LPCHMCBP_01646",1440.51739955207,1406.15128884233,1480.13944232153,2114.8354696471,2245.34485640346,2244.73390506595
"LPCHMCBP_01647",830.43733779487,776.275036706657,845.93530961558,773.974250106077,833.731218127812,828.299339196946
"LPCHMCBP_01648",9.10567256354024,11.7480506137212,3.95759209176879,2.31382436504059,2.9634995905017,5.33698027833084
"LPCHMCBP_01649",10.0162398198943,11.7480506137212,10.8833782523642,5.78456091260147,6.9148323778373,6.40437633399701
"LPCHMCBP_01650",1.82113451270805,0,1.9787960458844,0,1.9756663936678,0
"LPCHMCBP_01651",6.37397079447817,4.5184810052774,17.8091644129596,8.09838527764206,7.9026655746712,6.40437633399701
"LPCHMCBP_01652",8.19510530718622,3.61478480422192,3.95759209176879,1.1569121825203,0.9878331968339,1.06739605566617
"LPCHMCBP_01653",17.3007778707265,10.8443544126658,9.89398022942198,4.62764873008118,3.9513327873356,4.26958422266467
"LPCHMCBP_01654",64.6502752011357,56.0291644654397,48.4805031241677,25.4520680154465,22.7201635271797,41.6284461709806
"LPCHMCBP_01655",162.080971631016,163.569012391042,153.356693556041,137.672549719915,122.491316407404,122.750546401609
"LPCHMCBP_01656",59.1868716630116,54.2217720633288,64.3108714912429,31.236628928048,27.6593295113492,28.8196935029865
"LPCHMCBP_01657",40.0649592795771,48.7995948569959,45.5123090553411,31.236628928048,31.6106622986848,37.3588619483159
"LPCHMCBP_01658",2.73170176906207,2.71108860316644,3.95759209176879,1.1569121825203,0.9878331968339,1.06739605566617
"LPCHMCBP_01659",20.9430468961426,17.1702278200541,21.7667565047284,5.78456091260147,8.8904987715051,1.06739605566617
"LPCHMCBP_01660",4.55283628177012,6.32587340738836,1.9787960458844,0,0.9878331968339,5.33698027833084
"LPCHMCBP_01661",47.3494973304093,42.4737214496075,48.4805031241677,20.8244192853653,24.6958299208475,20.2805250576572
"LPCHMCBP_01662",292.292089289642,276.531037522977,275.052650377931,124.946515712192,115.576484029566,112.076585844948
"LPCHMCBP_01663",90.1461583790484,106.636151724547,117.738364730122,37.0211898406494,51.3673262353628,41.6284461709806
"LPCHMCBP_01664",3.6422690254161,5.42217720633288,6.92578616059539,3.47073654756088,4.9391659841695,3.2021881669985
"LPCHMCBP_01665",2712.57985667864,2703.859033558,2700.06720460926,1943.6124666341,2080.37671253219,2034.45688209972
"LPCHMCBP_01666",185.755720296221,183.450328814262,161.271877739578,246.422294876823,289.435126672333,261.512033638211
"LPCHMCBP_01667",344.194422901821,280.145822327199,287.91482467618,731.168499352826,700.373736555235,620.157108342044
"LPCHMCBP_01668",36.422690254161,33.4367594390528,35.6183288259191,39.33501420569,46.4281602511933,40.5610501153144
"LPCHMCBP_01669",30.9592867160368,29.8219746348308,49.4699011471099,47.4333994833321,40.5011610701899,55.5045948946407
"LPCHMCBP_01670",175.739480476327,209.657518644871,186.996226336075,431.52824408007,462.305936118265,412.014877487141
"LPCHMCBP_01671",159.349269861954,167.183797195264,139.50512123485,268.403626344708,216.335470106624,377.858203705823
"LPCHMCBP_01672",5.46340353812415,6.32587340738836,3.95759209176879,12.7260340077232,15.8053311493424,13.8761487236602
"LPCHMCBP_01673",11.8373743326023,15.3628354179432,12.8621742982486,11.5691218252029,4.9391659841695,8.53916844532934
"LPCHMCBP_01674",8.19510530718622,9.0369620105548,7.91518418353759,2.31382436504059,4.9391659841695,7.47177238966318
"LPCHMCBP_01675",249.495428241003,262.071898306089,236.466127483185,196.67507102845,184.724807807939,215.614003244566
"LPCHMCBP_01676",384.259382181398,419.315037289743,414.557771612781,618.948017648358,636.164578761032,628.696276787373
"LPCHMCBP_01677",315.966837954846,311.77518936414,329.469541639752,385.251756779258,377.35228119055,361.847262870831
"LPCHMCBP_01678",466.210435253261,415.700252485521,385.865228947457,366.741161858933,319.07012257735,346.903718091505
"LPCHMCBP_01679",355.12122997807,371.419138633802,325.511949547983,451.195751182915,445.512771772089,391.734352429484
"LPCHMCBP_01680",798.567483822479,711.208910230662,742.048517206649,473.177082650801,453.41543734676,453.643323658121
"LPCHMCBP_01681",106.536368993421,111.154632729824,120.706558798948,113.377393886989,113.600817635899,131.289714846939
"LPCHMCBP_01682",641.039348473233,611.80232811456,593.638813765319,571.514618165026,550.223090636483,541.169800222747
"LPCHMCBP_01683",1150.04644477513,1294.09295991145,1319.85696260489,596.966686180472,580.845919738333,530.495839666085
"LPCHMCBP_01684",654.697857318544,657.890834368389,668.833063508926,485.903116658524,554.174423423818,494.204373773436
"LPCHMCBP_01685",12730.6408110856,12088.7440815192,11643.2359339838,12218.1495595968,11558.6362361535,11369.902784956
"LPCHMCBP_01686",1965.00413921198,1889.62875640701,1939.22012496671,2070.87280671133,2089.2672113037,2093.16366516136
"LPCHMCBP_01687",2005.06909849156,2127.3008572846,2015.40377273326,2552.14827463977,2398.45900191271,2396.30414497055
"LPCHMCBP_01688",1973.19924451917,1820.94784512679,1881.83503963606,3029.95300602065,2913.12009746317,2849.94746862867
"LPCHMCBP_01689",2964.8069866887,3008.40465331369,2940.49092418421,6559.69207489007,6601.68925444096,6692.57326902687
"LPCHMCBP_01690",1920.38634365064,1927.58399685134,1931.30494078317,2063.93133361621,1941.09223177861,2110.24200205201
"LPCHMCBP_01691",1066.27425719056,1170.28658036685,1178.37304532416,1766.60490270849,1631.9004411696,1748.39473918118
"LPCHMCBP_01692",1757.39480476327,1502.84678235526,1531.58813951452,1531.75172965687,1554.84945181656,1467.66957654098
"LPCHMCBP_01693",7544.96028614945,7313.613355142,7112.78238693146,7986.1647959376,7573.71712012551,7300.98902075659
"LPCHMCBP_01694",747.575717466654,669.63888498211,799.433602537296,900.077678000789,907.818707890355,887.006122258586
"LPCHMCBP_01695",1662.69581010245,1784.79999708457,1760.13908281417,2073.18663107637,1964.80022850263,1954.40217792475
"LPCHMCBP_01696",4596.54351007512,4063.92181614649,4031.79694348946,6345.66332112382,5869.70485558704,5977.41791173054
"LPCHMCBP_01697",1282.07869694647,1195.5900739964,1191.23521962241,1627.77544080606,1538.05628747038,1512.50021087896
"LPCHMCBP_01698",10621.7670453697,9502.36555409837,9529.88175697925,10584.5895578782,10423.6158929913,10358.0113241845
"LPCHMCBP_01699",11466.7734592662,10100.6124391971,9784.1570488754,14432.4794769407,13809.9080917379,13677.6130573063
"LPCHMCBP_01700",5520.76927527445,4902.55189072598,5135.96513709295,8166.64309641076,7445.29880453711,7529.41177666915
"LPCHMCBP_01701",5913.22376276303,4717.2941695096,5125.08175884059,6125.85000644496,5999.11100437228,5908.03716811224
"LPCHMCBP_01702",167.54437516914,166.280100994208,190.953818427844,65.9439944036568,76.0631561562103,80.0547041749626
"LPCHMCBP_01703",152.975299067476,137.361822560433,129.611141005428,27.7658923804871,27.6593295113492,37.3588619483159
"LPCHMCBP_01704",192.129691090699,173.509670602652,166.218867854289,101.808272061786,107.673818454895,111.009189789281
"LPCHMCBP_01705",1639.02106143724,1699.85255418536,1783.88463536478,5066.11844725637,5845.99685886302,5658.26649108636
"LPCHMCBP_01706",336.909884850989,279.242126126143,285.936028630295,387.565581144299,368.461782419045,388.532164262485
"LPCHMCBP_01707",2127.085110843,2012.53143975055,1827.41814837424,1347.80269263614,1299.98848703341,1328.90808930438
"LPCHMCBP_01708",1605.33007295215,1599.5422758682,1529.60934346864,1672.89501592435,1592.38711329625,1663.00305472789
"LPCHMCBP_01709",383.348814925044,375.033923438024,369.04546255744,180.478300473166,188.676140595275,215.614003244566
"LPCHMCBP_01710",556.356593632309,485.284859966793,511.518777861117,537.964164871937,492.928765220116,476.058640827111
"LPCHMCBP_01711",19507.0823328723,16994.0070608483,17597.4332360499,8394.55479636726,8157.52653945435,7817.60871169901
"LPCHMCBP_01712",96.5201291735266,80.4289618939377,92.0140161336244,163.124617735362,161.016811083926,155.839824127261
"LPCHMCBP_01713",250.405995497357,297.316050147253,253.285893873203,408.390000429664,421.804775048075,392.80174848515
"LPCHMCBP_01714",352.389528209007,387.685670252801,393.780413130995,572.671530347546,613.444415233852,560.382929224738
"LPCHMCBP_01716",589.137014861054,650.661264759945,669.822461531868,2878.39751011049,2838.0447745038,2741.07307095072
"LPCHMCBP_01717",7044.14829515473,6700.90733082638,7072.21706799083,2041.95000214832,2185.08703139659,2440.06738325286
"LPCHMCBP_01718",138287.849222486,162064.358216284,167086.56992041,61119.6706025472,63943.4306642552,64618.0224179185
"LPCHMCBP_01719",63916.3579925144,59712.6301809419,60594.692517072,38211.6524764628,38303.2322072345,38631.19804667
"LPCHMCBP_01720",66468.6780120747,62421.0076955051,58262.6813769972,24239.6240481652,22155.1229385907,23279.9079740791
"LPCHMCBP_01721",100695.990611166,99142.7028253946,104726.791330409,53750.1399998929,53688.7342479225,52925.7660241513
"LPCHMCBP_01722",0,0.90369620105548,0,1.1569121825203,1.9756663936678,0
"LPCHMCBP_01723",0,0,0,0,0,0
"LPCHMCBP_01724",4.55283628177012,2.71108860316644,4.94699011471099,2.31382436504059,3.9513327873356,5.33698027833084
"LPCHMCBP_01725",1196.48537484919,1248.90814985867,1209.04438403537,2523.22547007676,2364.87267322036,2432.5956108632
"LPCHMCBP_01726",3185.16426272638,2383.0468821833,2674.34285601276,1679.83648901947,1942.08006497545,1881.81924613945
"LPCHMCBP_01727",9600.11058374048,7585.6259116597,7708.39999674267,5992.80510545513,5523.96323669517,5664.67086742035
"LPCHMCBP_01728",964.290724478912,929.903390886089,936.959927726262,1648.59986009142,1547.93461943872,1491.15228976564
"LPCHMCBP_01729",707.510758187077,838.630074579485,780.635040101394,1840.64728238979,1684.2556006018,1620.30721250124
"LPCHMCBP_01730",1435.05399601394,1604.06075687348,1815.54537209893,2272.17552646986,2527.86515069795,2395.23674891488
"LPCHMCBP_01731",729.364372339574,745.549365870771,693.568014082481,1200.87484545607,1105.38534725713,1153.85513617513
"LPCHMCBP_01732",7027.75808454036,6600.59705250922,6232.21814651291,10282.6354782404,9910.93046383452,9832.85246479674
"LPCHMCBP_01733",1005.26625101484,1103.41306148874,1131.87133824587,1279.54487386745,1413.58930466931,1315.03194058072
"LPCHMCBP_01734",5314.07050808209,5360.72586466111,5728.61455283533,5022.1557843206,5165.37978624447,5071.19866046996
"LPCHMCBP_01735",1751.93140122514,1730.57822502124,1737.3829282865,1613.89249461581,1494.59162680969,1487.95010159864
"LPCHMCBP_01736",4862.42914893049,4322.37892964836,4600.70080668122,3788.88739775397,3488.0390180205,3406.06081363074
"LPCHMCBP_01737",2920.18919112736,2974.06419767358,3260.06648559454,2803.19821824667,2790.62878105577,2384.56278835822
"LPCHMCBP_01738",17819.8012068483,18204.9599702626,17783.4400643631,18560.3421441731,18074.3840024699,17186.143892281
"LPCHMCBP_01739",12619.5516058104,13221.9791176427,11581.8932565614,9654.43216313186,9994.8962855654,8943.71155042682
"LPCHMCBP_01740",15025.2702970978,15869.8089867353,16095.5270372237,15370.7352569646,14631.7853115037,14006.3710424515
"LPCHMCBP_01741",6721.80748640541,6407.20606548335,5995.75201902972,8568.0916237453,7516.42279470915,7354.3588235399
"LPCHMCBP_01742",1217.42842174533,1050.99868182752,1237.73692670069,1713.38694231256,1578.55744854057,1640.5877375589
"LPCHMCBP_01743",14671.9702016324,15324.8801774988,15077.4364716162,17273.8557972105,15904.1144690258,17014.2931273187
"LPCHMCBP_01744",775.803302413629,623.550378728281,657.949685256562,907.019151095911,766.558560743107,906.219251260577
"LPCHMCBP_01745",422.503206948267,395.8189360623,411.589577543954,590.02521308535,515.648928747296,605.213563562717
"LPCHMCBP_01746",382.43824766869,289.182784337754,315.617969318561,482.432380110963,473.172101283438,488.867393495105
"LPCHMCBP_01747",156.617568092892,150.01356937521,127.632344959544,178.164476108125,182.749141414272,170.783368906587
"LPCHMCBP_01748",588.2264476047,471.72941695096,576.819047375302,171.223003013004,175.834309036434,182.524725518915
"LPCHMCBP_01751",953.363917402664,1132.33133992252,1078.443845007,5143.63156348523,6089.00382528416,6372.35445232702
"LPCHMCBP_01752",703.868489161661,679.579543193721,722.260556747805,1006.51359879266,1065.87201938378,1017.22844104986
"LPCHMCBP_01753",427.056043230037,498.840302982625,495.688409494041,732.325411535347,697.410236964734,664.987742680023
"LPCHMCBP_01754",143.869626503936,129.228556750934,136.536927166023,141.143286267476,150.150645918753,143.031071459267
"LPCHMCBP_01755",378.795978643274,380.456100644357,395.759209176879,500.942975031288,564.052755392157,629.763672843039
"LPCHMCBP_01756",83.7721875845702,91.2733163066034,76.1836477665493,37.0211898406494,30.6228291018509,38.426258003982
"LPCHMCBP_01757",86.5038893536323,101.213974518214,107.8443845007,42.8057507532509,35.5619950860204,44.8306343379791
"LPCHMCBP_01758",7043.23772789838,7754.61710125707,6976.24545976544,39529.3754523534,39551.8533680325,40808.6860002289
"LPCHMCBP_01759",14379.6781123428,13626.8350157156,13323.2337769396,21497.7421755921,20843.2804531953,20285.8620379355
"LPCHMCBP_01760",3155.11554326669,2786.09538785404,2809.89038515584,2567.18813301253,2387.59283674754,2338.66475796457
"LPCHMCBP_01761",3472.90351573425,3125.8851594509,3071.09146321258,4883.32632241816,4981.64281163336,4921.7632126767
"LPCHMCBP_01762",3033.09953091526,3049.97467856224,3149.25390702502,7047.90901591364,6191.73847775489,6106.57283446615
"LPCHMCBP_01763",1206.50161466908,1189.26420058901,1192.22461764535,1715.7007666776,1732.65942724666,1721.70983778953
"LPCHMCBP_01764",1090.85957311212,1048.28759322436,1002.26019724045,1590.75425096541,1511.38479115587,1384.41268419902
"LPCHMCBP_01765",1345.81840489125,1265.17468147767,1236.74752867775,3041.52212784586,3085.00307371227,3048.48313498258
"LPCHMCBP_01766",845.006413896535,757.297416484492,768.762263826088,2400.59277872961,2154.46420229474,2119.84856655301
"LPCHMCBP_01767",1966.82527372469,1955.59857908406,2050.03270353623,4414.77688849745,4648.74302430034,4399.80654145594
"LPCHMCBP_01768",1915.83350736887,1778.47412367718,1819.5029641907,3635.01807747877,3524.58884630336,3399.65643729675
"LPCHMCBP_01769",2337.42614706078,2869.23543835115,2779.21904644463,5305.59926903807,5257.24827355002,5168.33170153559
"LPCHMCBP_01770",232.194650370276,218.694480655426,233.497933414359,194.36124666341,215.34763690979,218.816191411564
"LPCHMCBP_01771",97.4306964298806,92.1770125076589,106.854986477757,42.8057507532509,67.1726573847052,52.3024067276422
"LPCHMCBP_01772",7600.50488878704,7450.07148150137,7893.41742703286,11407.1541196501,10767.3818454895,10790.3067267293
"LPCHMCBP_01773",1515.1839145731,1503.75047855632,1502.8955968492,2137.97371329751,2289.79735026098,2469.95447281151
"LPCHMCBP_01774",151.154164554768,143.687695967821,161.271877739578,260.305241067066,240.043466830638,254.040261248548
"LPCHMCBP_01775",0.910567256354024,0.90369620105548,2.9681940688266,0,0,0
"LPCHMCBP_01776",2051.50802856562,1867.94004758168,1703.74339550647,2817.08116443692,2413.27649986522,2507.31333475983
"LPCHMCBP_01777",1174.63176069669,1257.04141566817,1225.86415042538,1435.72801850769,1483.72546164452,1503.96104243363
"LPCHMCBP_01778",4233.22717478986,3978.97437324728,3955.61329572291,7373.00133920184,7152.90017827427,7093.91418595735
"LPCHMCBP_01779",4894.29900290288,4903.45558692703,4750.09990814549,9316.61380583594,8730.46979361801,8685.40170495561
"LPCHMCBP_01780",696.583951110829,703.075644421163,710.387780472498,1830.23507274711,1816.62524897754,1822.04506702215
"LPCHMCBP_01781",5401.48496469207,5205.29011807956,4838.15633218735,18267.6433619955,17366.10760034,17836.1880901817
"LPCHMCBP_01782",3870.82140676096,3767.50946220029,4008.05139093885,4339.57759663363,4405.7360578792,4108.40741825908
"LPCHMCBP_01783",13199.5829481079,13142.4538519498,13208.4636062783,10526.7439487522,10395.95656348,10276.8892239539
"LPCHMCBP_01784",8468.27548409243,8661.92808711677,8403.94680687103,19327.374921184,19454.3869784468,19420.2038367903
"LPCHMCBP_01785",3378.20452107343,3393.37923496333,3304.58939662694,555.317847609742,547.259591045981,482.463017161108
"LPCHMCBP_01786",0.910567256354024,0.90369620105548,0.989398022942198,1.1569121825203,0,0
"LPCHMCBP_01787",414.308101641081,477.151594157293,497.667205539926,422.272946619908,442.549272181587,478.193432938443
"LPCHMCBP_01788",3717.84610769348,4766.99746056766,4147.5565121737,2616.93535686091,2567.37847857131,2633.26606932844
"LPCHMCBP_01789",1668.15921364057,1458.56566850354,1548.40790590454,1442.66949160281,1324.68431695426,1473.00655681931
"LPCHMCBP_01790",933.331437762875,877.489011224871,885.511230533268,3486.93331811617,3416.91502784846,3486.1155178057
"LPCHMCBP_01791",935.152572275583,924.481213679756,909.25678308388,3383.96813387186,3389.25569833711,3363.3649714041
"LPCHMCBP_01792",26.4064504342667,18.0739240211096,17.8091644129596,57.8456091260147,35.5619950860204,50.1676146163099
"LPCHMCBP_01793",117.463176069669,128.324860549878,102.897394385989,89.0822380540627,90.8806541087188,120.615754290277
"LPCHMCBP_01794",86.5038893536323,120.191594740379,110.812578569526,87.9253258715424,92.8563205023866,91.7960607872904
"LPCHMCBP_01795",215.804439755904,195.198379427984,186.006828313133,950.981814031682,963.137366913053,919.028003928571
"LPCHMCBP_01796",315.966837954846,327.138024782084,301.76639699737,859.585751612579,803.108389025961,753.581615300315
"LPCHMCBP_01797",4195.89391727934,3894.02693034806,3970.45426606704,3460.3243379182,3192.67689216717,3406.06081363074
"LPCHMCBP_01798",13348.0054108936,12245.9872205028,11371.1514776747,9351.32117131154,8417.32667022167,8859.38726202919
"LPCHMCBP_01799",417.039803410143,408.470682877077,457.101886599296,245.265382694303,260.78796396415,243.366300691886
"LPCHMCBP_01800",570.925669733973,602.765366104005,628.267744568296,559.945496339823,578.870253344666,611.617939896714
"LPCHMCBP_01801",620.096301577091,558.484252252286,543.179514595267,257.991416702026,199.542305760448,256.17505335988
"LPCHMCBP_01802",43442.2532333941,47568.7606311583,48112.4470596332,44601.2784605224,48854.2785826174,45643.9901323967
"LPCHMCBP_01803",30389.2716135592,30873.8770128594,31924.9060062759,37636.6671217502,32515.5175069847,34216.4479604347
"LPCHMCBP_01804",183.934585783513,193.390987025873,178.091644129596,167.752266465443,170.895143052265,203.872646632238
"LPCHMCBP_01805",2395.70245146744,2228.51483180281,2123.24815723396,3455.69668918812,3208.48222331651,3053.82011526091
"LPCHMCBP_01806",7514.91156668976,7595.56656987131,7170.16747226211,10946.703071007,10076.8864409026,9797.62839495976
"LPCHMCBP_01807",1231.08693059064,1253.42663086395,1263.46127529719,1876.51156004792,1862.0655760319,1873.28007769412
"LPCHMCBP_01808",835.900741332994,711.208910230662,756.889487550782,1027.33801807802,892.013376741012,952.117281654222
"LPCHMCBP_01809",6107.17458836644,5789.0778639614,5423.87996176913,6486.80660739129,6256.93546874593,6007.30500128919
"LPCHMCBP_01810",920.583496173919,917.251644071312,854.839891822059,734.639235900387,764.582894349439,691.672644071677
"LPCHMCBP_01811",2807.27885133946,2833.08759030893,2754.48409587108,290.384957812594,277.581128310326,309.544856143189
"LPCHMCBP_01812",11862.8702157802,11822.1537022078,11600.6918189973,2950.12606542675,3046.47757903575,2751.74703150738
"LPCHMCBP_01813",1165.52608813315,1147.69417534046,1207.06558798948,426.900595349989,434.646606606916,398.138728763481
"LPCHMCBP_01814",3084.09129727108,3162.03300749312,2867.27547048649,1462.33699870565,1546.94678624189,1427.10852642567
"LPCHMCBP_01815",1910.37010383074,1970.961414502,1933.28373682906,1064.35920791867,1100.44618127297,1081.27220438983
"LPCHMCBP_01816",1492.41973316425,1284.15230169984,1277.31284761838,871.154873437782,811.998887797466,872.062577479259
"LPCHMCBP_01817",1111.80262000826,1176.61245377423,1102.18939755761,407.233088247144,401.060277914564,359.712470759499
"LPCHMCBP_01818",2138.9224851756,2009.82035114739,2007.48858854972,894.293117088188,872.256712804334,873.129973534925
"LPCHMCBP_01819",1297.55834030448,1037.44323881169,1015.1223715387,592.339037450391,600.602583675011,573.191681892732
"LPCHMCBP_01820",967.022426247974,971.473416134641,863.744474028539,537.964164871937,531.454259896638,481.395621105442
"LPCHMCBP_01821",2614.2385929924,2423.7132112308,2487.34662967669,1557.20379767232,1554.84945181656,1385.48008025469
"LPCHMCBP_01822",1444.15966857748,1534.4761493922,1398.01940641733,874.625609985343,796.193556648124,778.131724580637
"LPCHMCBP_01823",1374.04598983822,1397.11432683177,1281.27043971015,522.924306499173,466.257268905601,430.160610433466
"LPCHMCBP_01824",635.575944935109,708.497821627496,606.500988063568,180.478300473166,191.639640185777,176.120349184918
"LPCHMCBP_01825",1212.87558546356,1153.11635254679,1081.41203907582,397.977790786981,406.987277095567,401.340916930479
"LPCHMCBP_01826",710.242459956139,643.431695151502,673.780053623637,298.483343090236,292.398626262835,243.366300691886
"LPCHMCBP_01827",1076.29049701046,1109.73893489613,1012.15417746987,458.137224278037,532.442093093472,453.643323658121
"LPCHMCBP_01828",631.023108653339,532.277062421678,540.21132052644,319.307762375601,364.510449631709,342.63413386884
"LPCHMCBP_01829",621.917436089799,490.707037173125,496.677807516984,259.148328884546,238.06780043697,245.501092803219
"LPCHMCBP_01830",845.916981152889,779.889821510879,802.401796606123,539.121077054457,576.894586950998,590.270018783391
"LPCHMCBP_01831",11.8373743326023,11.7480506137212,18.7985624359018,4.62764873008118,15.8053311493424,16.0109408349925
"LPCHMCBP_01832",728.45380508322,666.024100177888,665.864869440099,393.3501420569,379.327947584218,342.63413386884
"LPCHMCBP_01833",1136.38793592982,1437.78065587927,1244.66271286129,848.016629787376,772.48555992411,782.401308803301
"LPCHMCBP_01834",14.5690761016644,9.0369620105548,10.8833782523642,33.5504532930886,47.4159934480272,46.9654264493114
"LPCHMCBP_01835",11.8373743326023,8.13326580949932,10.8833782523642,47.4333994833321,54.3308258258645,75.7851199522979
"LPCHMCBP_01836",15.4796433580184,20.785012624276,13.8515723211908,28.9228045630074,27.6593295113492,32.021881669985
"LPCHMCBP_01837",3.6422690254161,4.5184810052774,7.91518418353759,6.94147309512177,5.9269991810034,6.40437633399701
"LPCHMCBP_01838",16.3902106143724,18.0739240211096,20.7773584817862,16.1967705552841,20.7444971335119,12.808752667994
"LPCHMCBP_01839",5412.41177176832,5454.71026957088,5859.2150918637,1360.52872664387,1332.58698252893,1357.72778280737
"LPCHMCBP_01840",399.739025539417,309.96779696203,315.617969318561,2908.47722685602,2822.23944335445,2738.93827883939
"LPCHMCBP_01841",820.421097974976,647.950176156779,656.96028723362,1221.69926474143,1208.11999972786,1022.56542132819
"LPCHMCBP_01842",2620.61256378688,2472.51280608779,2533.84833675497,8996.14913127781,8582.29481409293,8895.67872792184
"LPCHMCBP_01843",4782.29923037134,4726.33113152016,4548.26271146529,5956.940827797,5873.65618837437,5855.7347613846
"LPCHMCBP_01844",593.689851142824,477.151594157293,527.349146228192,273.03127507479,232.140801255967,256.17505335988
"LPCHMCBP_01845",1131.83509964805,1205.53073220801,1150.66990068178,1704.13164485239,1723.76892847516,1688.62056006388
"LPCHMCBP_01846",7001.35163410609,6914.17963427548,6940.62713093952,3162.99790701049,3410.98802866746,3229.94046444582
"LPCHMCBP_01847",25.4958831779127,44.2811138517185,40.5653189406301,59.002521308535,71.1239901720408,62.9763672843039
"LPCHMCBP_01848",1945.88222682855,1792.93326289407,1545.43971183571,12153.3624773757,11425.2787545809,11328.274338785
"LPCHMCBP_01849",37.333257510515,43.377417650663,44.5229110323989,26.6089801979668,39.513327873356,35.2240698369835
